Post created at ,Post,Post URL,Post Type,Reactions,Like,Love,Thankful,HaHa,Wow,Sad,Angry,Comments,Shares,Video Plays,Promoted/Organic,Est. Reach,Est. Impressions,Original Sentiment
19/02/2018 13:58,Oh Kenya ! So many things to do so many cool places to see so many ways to #PlayitCool. Ebu tell us the coolest place you have been to in Kenya. Post your photos or videos in the comments section below and we have something cool for you. ???????? http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1793970407344677,VIDEO,379,363,8,0,1,3,1,3,200,157,"301,676",PROMOTED,"83,075","137,846",Positive
14/02/2018 10:56,It's Valentine's Day!  How are you showing love to the people you care about today?,http://www.facebook.com/352921961449536/posts/1781319995276385,VIDEO,"1,073","1,068",5,0,0,0,0,0,60,141,"13,414",PROMOTED,"262,775","436,021",Positive
10/02/2018 12:00,This is for the guys who are always ready for any challenge. We are here to help you #PlayItCool. http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1780450648696653,PHOTO,692,692,0,0,0,0,0,0,4,1,0,PROMOTED,"21,620","35,874",Positive
09/02/2018 12:00,Your swag the way you talk or your actions. How cool are you? #ChezaChini #PlayItCool . http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1780449542030097,PHOTO,"2,106","2,099",6,0,0,1,0,0,60,4,0,PROMOTED,"65,938","109,411",Positive
05/02/2018 12:00,When you anza your day with the NIVEA Cool Kick range of products you have the confidence to #ChezaChini in any situation. #PlayItCool. http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1767339166674468,PHOTO,411,406,1,0,4,0,0,0,43,1,0,ORGANIC,"11,888","19,726",Positive
02/02/2018 12:00,Ever been in a situation where you had to #ChezaChini? Share with us your #PlayItCool moments.  http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1767337603341291,PHOTO,"1,363","1,350",7,0,2,2,2,0,41,2,0,PROMOTED,"42,185","69,998",Positive
01/02/2018 12:00,The full range of NIVEA Men Cool Kick guarantees that you can keep your cool no matter the situation.You can be as cool as you want to be. #ChezaChini #PlayItCool http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1770198963055155,VIDEO,305,299,3,0,1,2,0,0,105,39,"552,882",ORGANIC,"12,837","21,300",Positive
31/01/2018 12:00,We are finally done with Njaanuary! How did you  #PlayItCool this last month? #ChezaChini. http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1767321643342887,PHOTO,738,733,5,0,0,0,0,0,42,8,0,ORGANIC,"25,190","41,798",Positive
29/01/2018 13:21,Need to #PlayItCool? We've got you. What do you love most about the NIVEA Cool Kick range? http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1767318466676538,PHOTO,216,213,3,0,0,0,0,0,16,3,0,PROMOTED,"12,553","20,829",Positive
26/01/2018 12:00,Ever mistaken a stranger for someone you know? ???????? Tell us how you had to #PlayItcool #Chezachini . http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1760848130656905,PHOTO,927,906,4,0,16,1,0,0,86,2,0,PROMOTED,"44,913","74,524",Positive
25/01/2018 12:00,Game night with the boys a business pitch ama that first date? What are you going to do? #ChezaChini #PlayItCool with NIVEA Cool Kick  http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1760845623990489,PHOTO,357,352,4,0,1,0,0,0,3,2,0,ORGANIC,"14,225","23,603",Neutral
24/01/2018 14:44,When you wave to someone and they don't wave back.  #ChezaChini #PlayItCool. Tell us your story http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1760843713990680,PHOTO,618,597,5,0,15,0,1,0,39,7,0,PROMOTED,"27,956","46,388",Positive
15/01/2018 13:05,The full range of NIVEA Men Cool Kick guarantees that you can keep your cool no matter the situation.You can be as cool as you want to be. #ChezaChini #PlayItCool http://bit.ly/2DJaVrn,http://www.facebook.com/352921961449536/posts/1749407788467606,VIDEO,826,796,18,0,11,1,0,0,54,39,"356,328",ORGANIC,"88,779","147,311",Positive
14/01/2018 12:00,Some things simply cannot be replicated. What do you appreciate about Kenya? What makes Kenya cool ?,http://www.facebook.com/352921961449536/posts/1746246902117028,PHOTO,"7,079","7,067",9,0,0,3,0,0,42,5,0,ORGANIC,"66,978","111,137",Positive
13/01/2018 12:00,Christmas is long gone what was the coolest thing you did or saw in Kenya?,http://www.facebook.com/352921961449536/posts/1746301818778203,PHOTO,"32,931","32,877",37,0,5,11,1,0,161,50,0,ORGANIC,"218,190","362,041",Positive
12/01/2018 19:43,The beginning of something is never easy and so is the start of a new year. Share with us your Njaanuary survival tricks…we know Kenyans are best at it ????,http://www.facebook.com/352921961449536/posts/1746225695452482,PHOTO,"3,687","3,676",1,0,10,0,0,0,41,6,0,ORGANIC,"33,371","55,373",Positive
10/01/2018 12:00,Black stays black white stays white! For anti-perspirant protection that doesn’t leave a mark go for the NIVEA Invisible Black & White Fresh.,http://www.facebook.com/352921961449536/posts/1742201722521546,PHOTO,131,130,1,0,0,0,0,0,20,2,0,PROMOTED,"8,719","14,467",Positive
06/01/2018 13:33,Evelyn Kasina has carved her niche in a male dominated industry. Tune in to Victoria's Lounge tonight at 8pm as the Founder & CEO of Eveminet Communications shares her story.,http://www.facebook.com/352921961449536/posts/1737348133006905,VIDEO,76,75,1,0,0,0,0,0,0,2,599,ORGANIC,"7,036","11,675",Neutral
01/01/2018 12:01,2017 was amazing thanks to each and every one of you. Thank you for the NIVEA love and support! We wish you a prosperous 2018!,http://www.facebook.com/352921961449536/posts/1717214868353565,PHOTO,"28,312","28,266",32,0,9,4,1,0,221,53,0,PROMOTED,"330,061","547,668",Positive
29/12/2017 12:30,"""It's all about being present."" Tune in to NTV tonight at 8pm on Victoria's Lounge as Wanjira Longauer shares her experience in the entertainment industry.",http://www.facebook.com/352921961449536/posts/1726367867438265,VIDEO,100,95,4,0,1,0,0,0,7,6,"1,241",ORGANIC,"13,100","21,737",Positive
29/12/2017 12:00,Who has been there for you this year? Tag the person and share a heartfelt message with them.,http://www.facebook.com/352921961449536/posts/1717213431687042,PHOTO,"29,312","29,261",36,0,6,7,2,0,107,51,0,PROMOTED,"281,560","467,191",Positive
26/12/2017 12:00,Nothing better than sharing time as a family as the festivities wind down. How are you spending the day?,http://www.facebook.com/352921961449536/posts/1719349161473469,PHOTO,"39,659","39,590",56,0,3,10,0,0,98,55,0,PROMOTED,"359,722","596,885",Positive
25/12/2017 12:00,Wishing you good tidings and good cheer on this special day.,http://www.facebook.com/352921961449536/posts/1717208648354187,VIDEO,"4,774","4,718",41,0,3,3,2,7,105,374,"189,670",PROMOTED,"996,691","1,653,804",Positive
24/12/2017 13:23,We can’t get enough of #MyKenyanChristmas stories. Have you shared yours with us? We could make your Christmas special by awarding you with a NIVEA hamper.,http://www.facebook.com/352921961449536/posts/1719338174807901,PHOTO,"1,107","1,098",5,0,3,1,0,0,50,5,0,PROMOTED,"53,885","89,411",Positive
24/12/2017 12:00,You have given us memories that we will treasure forever. We wish you joy fun and laughter throughout the holiday season and in the days to come.,http://www.facebook.com/352921961449536/posts/1719346378140414,PHOTO,"18,867","18,834",26,0,2,4,0,1,108,26,0,PROMOTED,"211,774","351,396",Positive
23/12/2017 17:38,The aroma of hot chapattis the kids running around the mbuzi sizzling on the grill…These are just some of the things that make a Kenyan Christmas special. Share with us your #MyKenyanChristmas stories in the comment section below.,http://www.facebook.com/352921961449536/posts/1718330181575367,PHOTO,"66,567","66,479",66,0,4,18,0,0,72,50,0,PROMOTED,"453,800","752,988",Positive
22/12/2017 17:25,The fun begins with some NIVEA Sun. Tell us some great activities you do with your family during the holidays for a chance to win some NIVEA Sun goodies! #NIVEASunFun,http://www.facebook.com/352921961449536/posts/1718328504908868,PHOTO,"35,384","35,342",32,0,4,6,0,0,111,17,0,PROMOTED,"255,126","423,330",Positive
21/12/2017 17:05,Sunny beaches are always a holiday favorite . All you need is  NIVEA Sun for immediate protection against sunburn. #NIVEASunFun,http://www.facebook.com/352921961449536/posts/1717228138352238,PHOTO,"22,686","22,638",37,0,3,7,1,0,112,29,0,PROMOTED,"168,782","280,059",Positive
21/12/2017 12:00,It's black it's white and it's aways fashionably fresh.,http://www.facebook.com/352921961449536/posts/1713499925391726,PHOTO,"86,303","85,921",289,0,19,68,5,1,556,97,0,PROMOTED,"901,381","1,495,657",Positive
18/12/2017 12:00,Take on that bold outfit this week with the assurance that your colors will remain vibrant.,http://www.facebook.com/352921961449536/posts/1713498188725233,PHOTO,"45,622","45,460",140,0,4,18,0,0,279,30,0,PROMOTED,"638,886","1,060,100",Positive
14/12/2017 14:04,It’s the first thing that people notice about us. What do you like most about your face and why? We would love to know in the comments section below.,http://www.facebook.com/352921961449536/posts/1708522992556086,PHOTO,0,0,0,0,0,0,0,0,1,0,0,Insufficient data,"4,971","8,248",
12/12/2017 12:00,Celebrating years of heritage culture and independence!,http://www.facebook.com/352921961449536/posts/1705014682906917,PHOTO,"2,011","2,002",7,0,0,0,2,0,46,33,0,PROMOTED,"106,927","177,423",Positive
08/12/2017 12:00,Are you on the journey of entrepreneurship? It helps to know you're not alone! Tune in to NTV tomorrow night at 8.00pm on Victoria's Lounge as Sharon Ng'ang'a a TV Presenter and social entrepreneur shares her story.,http://www.facebook.com/352921961449536/posts/1698408953567490,VIDEO,67,67,0,0,0,0,0,0,0,5,574,ORGANIC,"4,880","8,097",Neutral
30/11/2017 12:21,"""If you never try you will always fail"". Join us tonight on Victoria's Lounge on NTV and get inspired by Michelle Ntalami's journey as she continues to build one of the most popular natural hair care brands in the market.",http://www.facebook.com/352921961449536/posts/1690223017719417,VIDEO,64,63,1,0,0,0,0,0,10,2,881,ORGANIC,"8,493","14,092",Positive
24/11/2017 15:11,We have a winner! Join us in celebrating the new #FaceOfNIVEA  Celly Rue Brown,http://www.facebook.com/352921961449536/posts/1682005785207807,PHOTO,"19,533","18,398",852,0,19,257,4,3,"1,374",109,0,PROMOTED,"437,439","725,840",Positive
23/11/2017 11:48,Her passion for arts and culture helped her overcome life's challenges. Join us tonight at 8.00pm on Victoria's Lounge as we celebrate Ayiko's story.,http://www.facebook.com/352921961449536/posts/1680584655349920,VIDEO,72,72,0,0,0,0,0,0,4,3,"1,501",ORGANIC,"10,155","16,850",Positive
20/11/2017 16:31,Childhood is about innocence and playfulness. It’s about joy and freedom. Let’s join hands this Universal Children’s Day and make the world a safer place for our little ones.,http://www.facebook.com/352921961449536/posts/1677096175698768,VIDEO,737,709,25,0,2,1,0,0,24,42,"93,651",PROMOTED,"160,344","266,058",Positive
17/11/2017 12:00,Friday plan…check! My outfit with a pop of color….check! What will you be wearing this weekend ? Post pics of your outfit combinatination in the comments section below. http://bit.ly/2gWSC7q,http://www.facebook.com/352921961449536/posts/1654977334577319,PHOTO,207,206,1,0,0,0,0,0,324,14,0,PROMOTED,"11,873","19,701",Positive
16/11/2017 10:49,Vote for the nominee representing your university and make them the Face of NIVEA 2017! Share and tag your friends to get the highest number of votes before 23rd November 2017.   Click the link below to cast your vote.  https://poll.fbapp.io/face-of-nivea-2104129,http://www.facebook.com/352921961449536/posts/1671778576230528,VIDEO,"2,724","2,620",85,0,4,13,2,0,774,112,"370,299",PROMOTED,"459,853","763,031",Positive
11/11/2017 12:00,What's style without confidence? With the NIVEA Invisible for Black and White Fresh you'll get to keep your clothes in perfect colour and your underarms fresh for 48hrs. http://bit.ly/2gWSC7q,http://www.facebook.com/352921961449536/posts/1654982744576778,PHOTO,"2,371","2,351",19,0,0,1,0,0,56,9,0,PROMOTED,"72,690","120,614",Positive
10/11/2017 12:00,We have a surprise for you but only if you subscribe to our newsletter here http://bit.ly/2zrksmQ,http://www.facebook.com/352921961449536/posts/1662564323818620,PHOTO,"1,728","1,719",9,0,0,0,0,0,44,9,0,PROMOTED,"54,816","90,956",Positive
09/11/2017 12:00,We love to see women who inspire others. NIVEA Invisible for Black and White Fresh brings you the amazing entrepreneurship story of Judith Owigar on Victoria's Lounge today at 8.00pm http://bit.ly/2zBZQVU,http://www.facebook.com/352921961449536/posts/1662538040487915,VIDEO,73,70,3,0,0,0,0,0,0,2,870,ORGANIC,"6,967","11,560",Positive
08/11/2017 12:00,Don't you just love that you can select anything from your wardrobe knowing it doesn't have sweat stains in the underarm area? All thanks to the NIVEA Invisible for Black and White Fresh deodorant. http://bit.ly/2gWSC7q,http://www.facebook.com/352921961449536/posts/1654970224578030,PHOTO,"1,170","1,161",7,0,0,2,0,0,15,3,0,PROMOTED,"42,203","70,028",Positive
06/11/2017 12:00,She is Miss Campus  she has what it takes to be the #FaceOfNIVEA. Tag her and give her the chance of a lifetime ! http://bit.ly/2yLTPqp,http://www.facebook.com/352921961449536/posts/1654965637911822,VIDEO,"3,138","3,108",21,0,2,5,1,1,393,28,"65,396",PROMOTED,"528,421","876,806",Positive
04/11/2017 11:00,When you believe that she is good enough to the be the #FaceOfNIVEA  http://bit.ly/2yLTPqp,http://www.facebook.com/352921961449536/posts/1654963404578712,PHOTO,759,756,3,0,0,0,0,0,98,7,0,PROMOTED,"41,251","68,448",Positive
03/11/2017 11:00,Your printed clothes will retain their colorful flare thanks to the anti-stain properties in the NIVEA Black and White Fresh deodorant spray or roll-on. http://bit.ly/2gWSC7q,http://www.facebook.com/352921961449536/posts/1654956874579365,VIDEO,363,348,11,0,0,3,0,1,100,31,"799,871",PROMOTED,"27,476","45,591",Positive
02/11/2017 13:01,No need to worry about the mid week blues when you have Invisible for Black and White Fresh to keep you feeling positive all day http://bit.ly/2gWSC7q,http://www.facebook.com/352921961449536/posts/1654944194580633,PHOTO,375,373,1,0,0,1,0,0,7,7,0,PROMOTED,"24,427","40,531",Positive
30/10/2017 11:00,Do you dream in black white or blue? With the #FaceofNIVEA contest your dreams will come true. Terms and conditions apply.  http://bit.ly/2yLTPqp,http://www.facebook.com/352921961449536/posts/1644897208918665,VIDEO,434,424,9,0,0,1,0,0,144,9,"67,135",PROMOTED,"96,334","159,846",Positive
27/10/2017 11:00,Have you nominated the #FaceofNIVEA yet? Upload a picture of your  friend in the comments section here : http://bit.ly/2yLTPqp Terms and conditions apply.,http://www.facebook.com/352921961449536/posts/1644891192252600,VIDEO,"1,616","1,585",25,0,1,5,0,0,"3,286",75,"17,616",PROMOTED,"372,121","617,459",Positive
25/10/2017 11:00,With the right deodorant you can take on any outfit. Share outfits you love thanks to how confident your deodorant makes you feel in them. http://bit.ly/2poO4dn,http://www.facebook.com/352921961449536/posts/1641631979245188,PHOTO,"5,444","5,356",72,0,0,16,0,0,54,20,0,PROMOTED,"165,097","273,945",Positive
24/10/2017 11:00,Calling all uni students! Tag a friend  an aspiring model  in your campus to enter our #FaceofNIVEA contest by uploading her picture in the comment section below.  See terms and conditions for participation here : http://bit.ly/2h2ZyR6,http://www.facebook.com/352921961449536/posts/1643296272412092,VIDEO,"13,279","12,768",455,0,7,47,2,0,"29,467",587,"563,803",PROMOTED,"1,452,805","2,410,632",Positive
24/10/2017 09:20,TERMS & CONDITIONS FOR THE INVISIBLE FOR BLACK AND WHITE FRESH #FACEOFNIVEA FACEBOOK COMPETITION.,http://www.facebook.com/352921961449536/posts/1643286072413112,STATUS,819,798,19,0,0,2,0,0,"1,295",13,0,PROMOTED,"60,267","100,001",Positive
23/10/2017 11:00,Freedom to wear what you want? http://bit.ly/2poO4dn,http://www.facebook.com/352921961449536/posts/1641630699245316,PHOTO,"3,278","3,242",28,0,1,6,0,1,62,12,0,PROMOTED,"97,151","161,202",Positive
21/10/2017 11:00,Are you your friend's biggest cheerleader? We are looking forward to seeing how far you would go to show your support for a friend. Nairobi campus goers watch this space. http://bit.ly/2poO4dn,http://www.facebook.com/352921961449536/posts/1635589583182761,PHOTO,"1,974","1,955",16,0,2,1,0,0,73,10,0,PROMOTED,"58,228","96,618",Positive
20/10/2017 10:16,Kwa mashujaa wa jana  leo na kesho. Asante. http://bit.ly/2poO4dn,http://www.facebook.com/352921961449536/posts/1638719266203126,PHOTO,867,858,6,0,2,1,0,0,26,18,0,PROMOTED,"48,237","80,039",Positive
18/10/2017 11:00,Function meets fashion with the NIVEA Invisible for Black and White Fresh deodorant range. http://bit.ly/2poO4dn,http://www.facebook.com/352921961449536/posts/1635581503183569,VIDEO,492,483,7,0,1,1,0,0,17,11,"165,121",PROMOTED,"68,081","112,966",Positive
16/10/2017 11:00,It's fresh and surprisingly full of colour. Can you solve our October riddle? We would love to hear your guesses.,http://www.facebook.com/352921961449536/posts/1630757730332613,PHOTO,"2,661","2,646",11,0,0,4,0,0,142,4,0,PROMOTED,"101,304","168,093",Positive
13/10/2017 15:27,Is it a big smile confidence or looking your best? Share with us what freshness means to you and stick around for what we have in store.,http://www.facebook.com/352921961449536/posts/1630750413666678,PHOTO,"7,324","7,278",40,0,2,3,0,1,142,28,0,PROMOTED,"138,698","230,141",Positive
12/10/2017 13:45,NIVEA added a cover video.,http://www.facebook.com/352921961449536/posts/1629455143796205,VIDEO,27,25,2,0,0,0,0,0,1,5,"12,469",ORGANIC,"6,435","10,677",Neutral
12/10/2017 11:00,Thank you Anne Kinyanjui and Rachel . What  a joy it was to award you for participating in the #NgaraNaNIVEA roadshow ! http://bit.ly/2poO4dn,http://www.facebook.com/352921961449536/posts/1628368920571494,VIDEO,246,241,4,0,0,1,0,0,49,8,"1,667",ORGANIC,"45,214","75,024",Positive
11/10/2017 11:00,Get the love that comes from skin that is well cared for. The NIVEA Nourishing body lotion with make sure you get it all-in-one. http://bit.ly/2poO4dn,http://www.facebook.com/352921961449536/posts/1619698934771826,VIDEO,137,134,3,0,0,0,0,0,30,6,524,PROMOTED,"30,311","50,294",Positive
09/10/2017 11:00,The journey to great skin starts with you.http://bit.ly/2poO4dn,http://www.facebook.com/352921961449536/posts/1619692784772441,VIDEO,468,453,15,0,0,0,0,0,41,5,"92,216",PROMOTED,"81,291","134,886",Positive
07/10/2017 11:00,Love and Care go hand in hand when giving your skin what it deserves. Swipe right and left to find out more.  http://bit.ly/2poO4dn,http://www.facebook.com/352921961449536/posts/1619687871439599,PHOTO,323,320,3,0,0,0,0,0,36,12,0,PROMOTED,"23,938","39,720",Positive
07/10/2017 10:00,Watu wa Zimmerman  Githurai 44  Kahawa West  Wendani na Githurai 45 tag wenzako mkuje roadshow yetu. Kuna goodies kibao. Post selfie zako hapa mkiwa kwa roadshow ushinde ! #NgaraNaNIVEA http://bit.ly/2xGWGmI,http://www.facebook.com/352921961449536/posts/1622149334526786,PHOTO,167,165,0,0,0,2,0,0,19,5,0,PROMOTED,"13,748","22,812",Positive
06/10/2017 12:32,It's always fun times awarding our loyal fans. Thank you Alice Mulama? for participating during the #NgaraNaNIVEA roadshow. For more amazing prizes share your #NgaraNaNIVEA selfies when you spot our truck  in the comments section below and get your friends to like it to win amazing goodies! http://bit.ly/2xGWG,http://www.facebook.com/352921961449536/posts/1622147244526995,VIDEO,791,767,18,0,0,6,0,0,83,14,"82,547",PROMOTED,"136,479","226,459",Positive
06/10/2017 11:00,Ukiwa Umoja  Donholm Quarre  Imara  Tassia na Pipeline ebu jipange. Msafara wa #NgaraNaNIVEA iko area leo. Tag beste yako mje mjibambe na unaweza shinda na NIVEA . http://bit.ly/2xGWGmI,http://www.facebook.com/352921961449536/posts/1620809371327449,PHOTO,"1,061","1,053",6,0,0,2,0,0,97,15,0,PROMOTED,"58,469","97,018",Positive
05/10/2017 10:40,Watu wa Nairobi  msiwe na wasi wasi. #NgaraNaNIVEA iko mtaani kuanzia leo Octoba 5 hadi Octoba 10 . Checki ratiba ya msafara hapa : http://bit.ly/2xGWGmI,http://www.facebook.com/352921961449536/posts/1620806427994410,PHOTO,"3,919","3,888",23,0,5,1,2,0,166,31,0,Insufficient data,"117,949","195,712",Positive
04/10/2017 11:00,When you love your skin  it shows. It's what we call beauty. Share with us what you find beautiful about your skin.http://bit.ly/2poO4dn,http://www.facebook.com/352921961449536/posts/1619683244773395,VIDEO,495,489,4,0,2,0,0,0,34,5,"27,457",PROMOTED,"95,849","159,042",Positive
02/10/2017 16:56,Sio kosa tukisema tumefurahia kuwa  Western na Nyanza wiki hii. Watu wetu wa Kisii  msafara wa #NgaraNaNIVEA umo njiani. Tazama ratiba hapa : http://bit.ly/2xGWGmI,http://www.facebook.com/352921961449536/posts/1614470585294661,VIDEO,761,742,17,0,1,0,1,0,58,9,"153,313",PROMOTED,"147,071","244,034",Positive
02/10/2017 11:00,,http://www.facebook.com/352921961449536/posts/1614497891958597,VIDEO,"1,315","1,291",22,0,1,0,1,0,67,23,"63,026",PROMOTED,"315,888","524,152",Positive
30/09/2017 11:00,Tag mwenzako aliye  Homa Bay ama Migori ili wajue msafara wa #NgaraNaNIVEA inawasili karibu nao hivi karibuni. Tazama ratiba hapa. http://bit.ly/2xGWGmI,http://www.facebook.com/352921961449536/posts/1614448195296900,PHOTO,138,136,2,0,0,0,0,0,14,2,0,PROMOTED,"9,367","15,543",Positive
29/09/2017 16:15,Watu wa Nakuru Kericho na Molo  sijui tuseme? Asante kwa kutukaribisha. Tazama ratiba ya msafara hapa http://bit.ly/2xGWGmI,http://www.facebook.com/352921961449536/posts/1614446005297119,PHOTO,221,217,3,0,1,0,0,0,18,2,0,PROMOTED,"12,331","20,460",Positive
25/09/2017 18:20,NIVEA updated their cover photo.,http://www.facebook.com/352921961449536/posts/1610567119018341,PHOTO,0,0,0,0,0,0,0,0,1,6,0,Insufficient data,0,0,Positive
25/09/2017 18:20,NIVEA updated their cover photo.,http://www.facebook.com/352921961449536/posts/1610567019018351,PHOTO,93,89,2,0,1,1,0,0,1,6,0,Insufficient data,"8,013","13,296",Positive
23/09/2017 11:00,Waiting for the #NgaraNaNIVEA roadshow truck to come to your town? In the meantime post a selfie with your favourite NIVEA products and stand a chance to win a NIVEA hamper. Check out our full schedule here : http://bit.ly/2xGWGmI,http://www.facebook.com/352921961449536/posts/1604962709578782,PHOTO,"5,488","5,457",29,0,0,2,0,0,148,30,0,PROMOTED,"141,303","234,463",Positive
22/09/2017 11:00,Tumefurahia kuwaletea msafara wetu wa #NgaraNaNIVEA. Tag mwenzako anayeishi Nyeri na unaweza kishinda na NIVEA.,http://www.facebook.com/352921961449536/posts/1604959272912459,PHOTO,"4,487","4,442",34,0,2,8,0,1,155,32,0,PROMOTED,"151,252","250,972",Positive
21/09/2017 17:00,It's giveaway day! Spot our #NgaraNaNIVEA truck in Othaya Muranga or Sagana and share a picture in the comments section below to win amazing goodies.,http://www.facebook.com/352921961449536/posts/1604956576246062,PHOTO,436,431,3,0,2,0,0,0,38,15,0,PROMOTED,"38,400","63,717",Positive
21/09/2017 11:00,People are winning big at the #Ng'araNaNivea Roadshow. You don't have to miss out! Tell us how you #Ng'araNaNivea everyday in the comments section below and you too could get a goodie bag from us!,http://www.facebook.com/352921961449536/posts/1604954832912903,PHOTO,"3,449","3,403",41,0,1,4,0,0,"1,038",52,0,PROMOTED,"122,556","203,357",Positive
20/09/2017 11:00,True love comes from fully accepting how we are. Do you have a skincare regime that you love? Share it with us. bit.ly/2eHOze9,http://www.facebook.com/352921961449536/posts/1598150086926711,VIDEO,200,195,5,0,0,0,0,0,16,12,"45,840",ORGANIC,"27,002","44,805",Positive
18/09/2017 11:00,Get all the NIVEA News straight to your mail through our newsletter. Sign up here. bit.ly/2nrCRdc,http://www.facebook.com/352921961449536/posts/1597113130363740,PHOTO,46,45,0,0,0,0,0,1,6,3,0,ORGANIC,"6,924","11,489",Positive
16/09/2017 10:30,Msafara wa #NgaraNaNIVEA inaeandelea kuzuru Kenya. Asante kwa kutupokea na kung'ara nasi. Watu wetu wa Meru Embu na Nyeri tuko huko hivi karibuni. Tazama ratiba hapa http://bit.ly/2xGWGmI,http://www.facebook.com/352921961449536/posts/1600312903377096,VIDEO,223,220,2,0,0,0,1,0,23,2,"10,102",PROMOTED,"21,919","36,370",Positive
15/09/2017 11:00,When it comes to being good to the things you love why go elsewhere for the best skin care? Get it from the NIVEA Nourishing body lotion. bit.ly/2eHOze9,http://www.facebook.com/352921961449536/posts/1597112090363844,PHOTO,"2,580","2,558",20,0,2,0,0,0,137,19,0,PROMOTED,"82,364","136,666",Positive
12/09/2017 16:09,Je umepatana na msafara wetu? Tumenga'ra na tumejivinjari kweli hapa Pwani.  Msafara wa #NgaraNaNIVEA unaelekea maeneo ya Kibwezi hadi Makongeni kuanzia Jumatatu hadi Alhamisi. Jifahamishe na ratiba hapa. bit.ly/2xuonz4,http://www.facebook.com/352921961449536/posts/1596031497138570,VIDEO,69,68,1,0,0,0,0,0,17,0,497,ORGANIC,"12,865","21,346",Positive
12/09/2017 13:40,Have you spotted our truck anywhere? NIVEA is coming your way in a big way. Be on the look out for the #NgaraNaNIVEA Roadshow. Find out here when our truck will be in a town near you ! http://aww.su/EPqVj,http://www.facebook.com/352921961449536/posts/1595932620481791,PHOTO,"5,608","5,552",39,0,0,16,1,0,310,58,0,PROMOTED,"154,958","257,121",Positive
12/09/2017 13:20,#Ng’araNaNIVEA Road Show  Schedule.,http://www.facebook.com/352921961449536/posts/1595878780487175,STATUS,80,79,1,0,0,0,0,0,60,0,0,ORGANIC,"11,106","18,429",Positive
08/09/2017 12:38,Love your skin with every drop of the NIVEA Nourishing body milk. Try it today! bit.ly/2eHOze9,http://www.facebook.com/352921961449536/posts/1591609307580789,VIDEO,109,101,7,0,0,0,1,0,6,7,"88,452",ORGANIC,"10,992","18,238",Positive
08/09/2017 12:17,NIVEA added a cover video.,http://www.facebook.com/352921961449536/posts/1591598924248494,VIDEO,6,6,0,0,0,0,0,0,1,0,471,ORGANIC,628,"1,042",Neutral
07/09/2017 12:19,Stick around to find out just how much you have in common with NIVEA. bit.ly/2eHOze9,http://www.facebook.com/352921961449536/posts/1590584551016598,VIDEO,286,276,10,0,0,0,0,0,87,16,"570,843",ORGANIC,"26,686","44,281",Positive
02/09/2017 01:40,There’s only one way to get the most out of the NEW Protect and Care Spray. Click below to find out how. bit.ly/2oDVexz,http://www.facebook.com/352921961449536/posts/1583657791709274,VIDEO,5,5,0,0,0,0,0,0,0,0,18,Insufficient data,"1,531","2,540",Neutral
02/09/2017 01:39,There’s only one way to get the most out of the NEW Protect and Care Spray. Click below to find out how. bit.ly/2oDVexz,http://www.facebook.com/352921961449536/posts/1583648215043565,VIDEO,22,22,0,0,0,0,0,0,0,0,98,Insufficient data,"4,619","7,664",Neutral
02/09/2017 01:37,There’s only one way to get the most out of the NEW Protect and Care Spray. Click below to find out how. bit.ly/2oDVexz,http://www.facebook.com/352921961449536/posts/1583639175044469,VIDEO,4,4,0,0,0,0,0,0,0,0,17,Insufficient data,"1,082","1,795",Neutral
01/09/2017 12:24,The NIVEA Protect and Care deodorants inspired by NIVEA Crème caring ingredients. bit.ly/2oDVexz,http://www.facebook.com/352921961449536/posts/1583629848378735,PHOTO,765,760,5,0,0,0,0,0,7,2,0,PROMOTED,"24,988","41,462",Positive
28/08/2017 11:00,You need to get your hands on the  NEW Protect and Care not only has a unique scent but also works to care for your underarms and fight off sweat and body odour. bit.ly/2oDVexz,http://www.facebook.com/352921961449536/posts/1575747845833602,VIDEO,444,432,10,0,0,2,0,0,8,8,"150,863",PROMOTED,"55,892","92,742",Neutral
26/08/2017 11:00,Tag a friend as you subscribe to our free newsletter. They'll be glad to be in the know about NIVEA news just like you. Simply follow the link here. bit.ly/2nrCRdc,http://www.facebook.com/352921961449536/posts/1573534816054905,PHOTO,89,89,0,0,0,0,0,0,2,2,0,ORGANIC,"7,468","12,391",
25/08/2017 11:05,The more you try the closer you get to your goal. Have you tried the new Protect & Care yet? bit.ly/2oDVexz,http://www.facebook.com/352921961449536/posts/1575739852501068,VIDEO,612,600,10,0,2,0,0,0,27,5,"97,933",PROMOTED,"83,853","139,136",Positive
